MP-ID,Pretty Formula,Band gap,Energy above Hull,Composition,F-Block,Noble-Gas,Gravimetric Capacity,Unfit elements,Gaseous Compounds,ICSD_IDS,Experimental ICSD ID,Space Group Symbol,Crystal System
mvc-3734,ZnCrF5,3.2379,0.048178760357143,Zn1 Cr1 F5,0,0,757.072426538974,1,0,[],1,P2_1/c,monoclinic
mvc-3753,ZnWF5,2.3023,0.084532145357145,Zn1 W1 F5,0,0,467.114586949743,0,0,[],1,P2_1/c,monoclinic
mvc-3764,MgNiF5,1.9597,0.026960766785721,Mg1 Ni1 F5,0,0,903.419429055102,1,0,[],1,P2_1/c,monoclinic
mvc-9365,Ba2YCu2F11,0.8524,0.050399259280312,Ba2 Y1 Cu2 F11,0,0,229.834362611365,0,0,[],1,P3_2,trigonal
mvc-9958,Ba2YW2F11,2.3242,0.257701874208341,Ba2 Y1 W2 F11,0,0,171.023387268252,0,0,[],1,P3_2,trigonal
mp-1009009,LiF,7.5195,0.28754206,Li1 F1,0,0,6199.06320743725,0,0,[184904],1,Pm-3m,cubic
mp-1018650,Ba2ClF3,5.7361,0.060830942499999,Ba2 Cl1 F3,0,0,438.025148841273,0,0,[183926],1,P-3m1,trigonal
mp-1019258,SrF2,5.9375,0.170964753333333,Sr1 F2,0,0,1280.08349048428,0,0,"[262350, 168801]",0,P6_3/mmc,hexagonal
mp-1021466,CsPPb(IF3)2,1.8,0.079819077954553,Cs1 P1 Pb1 I2 F6,0,0,217.62709848975,1,0,[],1,P4/mmm,tetragonal
mp-10250,BaLiF3,6.5716,0.0148239,Ba1 Li1 F3,0,0,798.953769641166,0,0,[45310],0,Pm-3m,cubic
mp-1058,PdF2,0,0.027310644444443,Pd1 F2,0,0,1113.4438159131,0,0,"[73165, 16763]",0,P4_2/mnm,tetragonal
mp-1062842,MgF2,5.6013,0.2636489,Mg1 F2,0,0,2580.98455392459,0,0,[51242],1,Amm2,orthorhombic
mp-1066872,InOF2,0.6139,0.346561645624999,In1 O1 F2,0,0,952.526469359986,0,0,[24061],0,C2,monoclinic
mp-1078205,KRb2InF6,5.4673,0.015989463,K1 Rb2 In1 F6,0,0,366.418626838758,0,0,"[194000, 193998]",0,Fm-3m,cubic
mp-1078237,NaNiF3,5.3201,0.012496844500001,Na1 Ni1 F3,0,0,1159.51744820396,1,0,"[239319, 239317, 239320, 423598, 192145, 192143, 192141]",0,Cmcm,orthorhombic
mp-1080029,Ba2Mn2Se2OF2,0,0,Ba2 Mn2 Se2 O1 F2,0,0,269.596778403267,0,0,[183149],0,I4/mmm,tetragonal
mp-1080537,K2NaVF6,0,0.017830671875002,K2 Na1 V1 F6,0,0,604.242575429328,0,0,[186883],0,Fm-3m,cubic
mp-1080727,SnNF3,0,1.237736832,Sn1 N1 F3,0,0,847.600977392723,0,0,[2522],0,C2,monoclinic
mp-1080821,BaF3,0.8789,0,Ba1 F3,0,0,827.491619877093,0,0,[35409],0,P2_1/m,monoclinic
mp-10809,AgSnF6,0.4427,0,Ag1 Sn1 F6,0,0,472.151545781644,0,0,[51505],0,P-1,triclinic
mp-10930,TbSF,1.2582,0,Tb1 S1 F1,1,0,765.755296650811,0,0,[94474],0,P4/nmm,tetragonal
mp-1094112,NbOF3,4.2274,0.207203270000001,Nb1 O1 F3,0,0,969.25280788078,0,0,[],1,R3c,trigonal
mp-1097019,H6PbCNF3,4.1192,0.101640241041666,H6 Pb1 C1 N1 F3,0,0,542.766031612768,1,0,[],1,P1,triclinic
mp-1100822,Zr2Fe2F3,0,1.20447580273215,Zr2 Fe2 F3,0,0,457.94586101149,0,0,[],1,Cm,monoclinic
mp-1100999,TlBiF4,3.5093,0.03872872111111,Tl1 Bi1 F4,0,0,328.594251672538,0,0,[],1,I4_1/amd,tetragonal
mp-1101074,LaF3,5.1214,0.119961475833334,La1 F3,1,0,820.824104992028,0,0,[167553],0,Pmmn,orthorhombic
mp-1101193,VF4,1.9378,0.058653262500009,V1 F4,0,0,1266.78896369169,0,0,[],1,P2_1/c,monoclinic
mp-1101229,V2F9,0.059,0.069485382954543,V2 F9,0,0,589.294565326742,0,0,[],1,P6_3/mcm,hexagonal
mp-1101237,V6O7F5,0.7638,0.041183566666671,V6 O7 F5,0,0,313.67236019974,0,0,[],1,Cm,monoclinic
mp-1101248,V2OF6,0.1797,0.093243355069448,V2 O1 F6,0,0,693.483611208881,0,0,[],1,P1,triclinic
mp-1101763,Li2Sn(OF3)2,0.5305,0.446198844545455,Li2 Sn1 O2 F6,0,0,577.210482679947,0,0,[2559],0,C2/m,monoclinic
mp-1102974,HgOF,0,0.160200456666666,Hg1 O1 F1,0,0,682.54806834584,1,0,[9321],0,P2_12_12_1,orthorhombic
mp-1103970,FeSO4F,2.4684,0,Fe1 S1 O4 F1,0,0,940.868061912526,0,0,[182945],0,C2/c,monoclinic
mp-1104492,FeSO4F,2.1726,0.009630698214261,Fe1 S1 O4 F1,0,0,940.868061912526,0,0,[180390],1,P-1,triclinic
mp-1105915,CsSnF3,3.8827,0,Cs1 Sn1 F3,0,0,521.044863513246,0,0,[236903],0,P2_1/c,monoclinic
mp-1106163,MoN2OF5,0,1.36945728131945,Mo1 N2 O1 F5,0,0,684.416037508995,0,0,[200693],0,Cmc2_1,orthorhombic
mp-1106402,Rb2TiOF5,0,0.325193753032406,Rb2 Ti1 O1 F5,0,0,487.577069924762,0,0,[261470],0,Cmcm,orthorhombic
mp-1110630,Rb2LiNbF6,0,0.081287684750001,Rb2 Li1 Nb1 F6,0,0,417.908307420229,0,0,[],1,Fm-3m,cubic
mp-1110996,Na2YCuF6,0,0.290169037750001,Na2 Y1 Cu1 F6,0,0,514.688782940291,0,0,[],1,Fm-3m,cubic
mp-1111031,Rb2NbCuF6,0,0.328297545999999,Rb2 Nb1 Cu1 F6,0,0,364.3132520564,0,0,[],1,Fm-3m,cubic
mp-1111047,Rb2RhAuF6,0.7776,0.157869402,Rb2 Rh1 Au1 F6,0,0,274.96669918149,1,0,[],1,Fm-3m,cubic
mp-1111051,Na2AlTlF6,4.12,0.191568562749999,Na2 Al1 Tl1 F6,0,0,410.901359898688,0,0,[],1,Fm-3m,cubic
mp-1111054,Na2LiAuF6,0.4399,0.197200044000001,Na2 Li1 Au1 F6,0,0,441.906927948473,1,0,[],1,Fm-3m,cubic
mp-1111104,K2NaNbF6,0,0.083154509950001,K2 Na1 Nb1 F6,0,0,521.936984721834,0,0,[],1,Fm-3m,cubic
mp-1111124,K2RbSbF6,3.5316,0.116655193499999,K2 Rb1 Sb1 F6,0,0,402.588968336406,0,0,[],1,Fm-3m,cubic
mp-1111147,K2LiNiF6,0,0.022238472000003,K2 Li1 Ni1 F6,0,0,623.687514012412,1,0,[],1,Fm-3m,cubic
mp-1111198,K2NbTlF6,0,0.211692380266668,K2 Nb1 Tl1 F6,0,0,328.514105498405,0,0,[],1,Fm-3m,cubic
mp-1111290,Li3CoF6,2.9404,0.166100923749999,Li3 Co1 F6,0,0,829.949987327314,1,0,[],1,Fm-3m,cubic
mp-1111483,Rb2CuPdF6,0,0.022821269499995,Rb2 Cu1 Pd1 F6,0,0,353.490483923619,0,0,[],1,Fm-3m,cubic
mp-1111517,Na2MnAuF6,0,0.279323732166667,Na2 Mn1 Au1 F6,0,0,390.410117606625,1,0,[],1,Fm-3m,cubic
mp-1111546,NaLi2TaF6,0,0.531614950699996,Na1 Li2 Ta1 F6,0,0,484.614589113025,0,0,[],1,Fm-3m,cubic
mp-1111547,NaLi2RuF6,0,0.30637112575,Na1 Li2 Ru1 F6,0,0,638.266991487534,1,0,[],1,Fm-3m,cubic
mp-1111556,Li2CoHgF6,0,0.4897070125,Li2 Co1 Hg1 F6,0,0,415.079557191332,1,0,[],1,Fm-3m,cubic
mp-1111571,K2TlRhF6,2.0029,0.004750782916658,K2 Tl1 Rh1 F6,0,0,321.937506919854,1,0,[],1,Fm-3m,cubic
mp-1111583,K2TlCrF6,4.0416,0.036224264499997,K2 Tl1 Cr1 F6,0,0,358.475340813029,1,0,[],1,Fm-3m,cubic
mp-1111623,K2NaSbF6,4.0336,0.057961752499999,K2 Na1 Sb1 F6,0,0,477.240851987122,0,0,[],1,Fm-3m,cubic
mp-1111642,Na3SbF6,3.303,0.191670052999999,Na3 Sb1 F6,0,0,527.69803111202,0,0,[],1,Fm-3m,cubic
mp-1111662,K2LiSbF6,4.1336,0.073283825499999,K2 Li1 Sb1 F6,0,0,501.109391372378,0,0,[],1,Fm-3m,cubic
mp-1111692,K3TiF6,0,0.025831035999999,K3 Ti1 F6,0,0,576.029604413905,0,0,[],1,Fm-3m,cubic
mp-1111763,Na2AgIrF6,1.1109,0.098430955375,Na2 Ag1 Ir1 F6,0,0,349.523306689859,1,0,[],1,Fm-3m,cubic
mp-1111935,K2FeHgF6,0,0.12745110475,K2 Fe1 Hg1 F6,0,0,358.430913147653,1,0,[],1,Fm-3m,cubic
mp-1111949,K2AlAgF6,3.0677,0.007038170000005,K2 Al1 Ag1 F6,0,0,491.687849040925,0,0,[],1,Fm-3m,cubic
mp-1112186,K2InAsF6,2.354,0.222554545083328,K2 In1 As1 F6,0,0,421.023285407073,1,0,[],1,Fm-3m,cubic
mp-1112199,K2InHgF6,0,0.14687445475,K2 In1 Hg1 F6,0,0,316.787978442796,1,0,[],1,Fm-3m,cubic
mp-1112254,CsK2VF6,0,0.1371963459375,Cs1 K2 V1 F6,0,0,427.620939484848,0,0,[],1,Fm-3m,cubic
mp-1112331,K2YAuF6,1.5401,0.243145076870372,K2 Y1 Au1 F6,0,0,336.35984806711,1,0,[],1,Fm-3m,cubic
mp-1112408,Rb2HgAsF6,0,0.094777234500001,Rb2 Hg1 As1 F6,0,0,286.918640881986,1,0,[],1,Fm-3m,cubic
mp-1112409,Rb2HgBiF6,0,0.124844054999999,Rb2 Hg1 Bi1 F6,0,0,231.534671100576,1,0,[],1,Fm-3m,cubic
mp-1112441,K2YAgF6,2.6607,0.085414066250001,K2 Y1 Ag1 F6,0,0,413.408982885427,0,0,[],1,Fm-3m,cubic
mp-1112485,Cs2ScTlF6,5.2982,0,Cs2 Sc1 Tl1 F6,0,0,255.586774423937,0,0,[],1,Fm-3m,cubic
mp-1112487,Cs2TlRhF6,1.9553,0,Cs2 Tl1 Rh1 F6,0,0,234.030434461652,1,0,[],1,Fm-3m,cubic
mp-1112552,K2HgBiF6,0,0.197799388749998,K2 Hg1 Bi1 F6,0,0,267.217311942367,1,0,[],1,Fm-3m,cubic
mp-1112559,K2AlAuF6,1.3275,0.162097936333334,K2 Al1 Au1 F6,0,0,386.412945325047,1,0,[],1,Fm-3m,cubic
mp-1112589,Cs2HgPdF6,0,0.057317844999997,Cs2 Hg1 Pd1 F6,0,0,234.125435349003,1,0,[],1,Fm-3m,cubic
mp-1112591,Cs2ScCuF6,1.8406,0.084876178625001,Cs2 Sc1 Cu1 F6,0,0,329.30357301442,0,0,[],1,Fm-3m,cubic
mp-1112637,Cs2TlCuF6,0,0.0427765415,Cs2 Tl1 Cu1 F6,0,0,248.251347535872,0,0,[],1,Fm-3m,cubic
mp-1112970,Cs3InF6,5.3336,0,Cs3 In1 F6,0,0,256.244863042458,0,0,[],1,Fm-3m,cubic
mp-1113019,Cs2LiCeF6,0.6883,0.004642144444437,Cs2 Li1 Ce1 F6,1,0,305.205390102568,0,0,[],1,Fm-3m,cubic
mp-1113277,Rb2TlAuF6,0,0.125236030833334,Rb2 Tl1 Au1 F6,0,0,234.308100816065,1,0,[],1,Fm-3m,cubic
mp-1113286,CsRb2TlF6,3.6769,0.055559483,Cs1 Rb2 Tl1 F6,0,0,258.431666152389,0,0,[],1,Fm-3m,cubic
mp-1113304,Cs2HgBiF6,0,0.0704203745,Cs2 Hg1 Bi1 F6,0,0,203.706308846333,1,0,[],1,Fm-3m,cubic
mp-1113367,CsRb2SbF6,3.4277,0.084098713375,Cs1 Rb2 Sb1 F6,0,0,298.003227649608,0,0,[],1,Fm-3m,cubic
mp-1113413,CsRb2BiF6,4.1451,0.066340282749998,Cs1 Rb2 Bi1 F6,0,0,256.536302858799,0,0,[],1,Fm-3m,cubic
mp-1113427,CsRb2AsF6,3.8713,0.068545293000003,Cs1 Rb2 As1 F6,0,0,326.329777389387,1,0,[],1,Fm-3m,cubic
mp-1113514,Cs2LiMoF6,4.8178,0,Cs2 Li1 Mo1 F6,0,0,333.138365210031,0,0,[],1,Fm-3m,cubic
mp-1113528,Rb2CrAuF6,1.6646,0.13351723954167,Rb2 Cr1 Au1 F6,0,0,301.186377524003,1,0,[],1,Fm-3m,cubic
mp-1113576,Cs2AgAuF6,0,0.046220539166661,Cs2 Ag1 Au1 F6,0,0,234.869300463347,1,0,[],1,Fm-3m,cubic
mp-1113588,Cs2InAgF6,2.1889,0,Cs2 In1 Ag1 F6,0,0,266.893493825929,0,0,[],1,Fm-3m,cubic
mp-1113614,Cs2AlAgF6,3.4975,0,Cs2 Al1 Ag1 F6,0,0,312.444706710773,0,0,[],1,Fm-3m,cubic
mp-1113834,Rb2TlCuF6,0,0.019120111999995,Rb2 Tl1 Cu1 F6,0,0,290.853672589572,0,0,[],1,Fm-3m,cubic
mp-1113857,Rb2AlAgF6,3.2494,0,Rb2 Al1 Ag1 F6,0,0,383.061663309801,0,0,[],1,Fm-3m,cubic
mp-1113880,Rb2AlCuF6,1.2716,0.076676776825002,Rb2 Al1 Cu1 F6,0,0,428.281998290868,0,0,[],1,Fm-3m,cubic
mp-1113901,Na2LiTiF6,0,0.072465927583334,Na2 Li1 Ti1 F6,0,0,748.680179647128,0,0,[],1,Fm-3m,cubic
mp-1114030,Na2AlInF6,2.9831,0.185399864958328,Na2 Al1 In1 F6,0,0,532.857038035983,0,0,[],1,Fm-3m,cubic
mp-1114057,Na2GaHgF6,0,0.249764541166669,Na2 Ga1 Hg1 F6,0,0,373.707573353834,1,0,[],1,Fm-3m,cubic
mp-1114329,Na3CrF6,4.3972,0.085079429499992,Na3 Cr1 F6,0,0,684.383962831552,1,0,[],1,Fm-3m,cubic
mp-1114394,Rb2ScInF6,3.9341,0.037332303666671,Rb2 Sc1 In1 F6,0,0,361.59214049368,0,0,[],1,Fm-3m,cubic
mp-1114432,Rb2LiYF6,6.8872,0,Rb2 Li1 Y1 F6,0,0,422.298995035647,0,0,[],1,Fm-3m,cubic
mp-1114468,Rb2AlTlF6,5.3231,0,Rb2 Al1 Tl1 F6,0,0,311.452348169005,0,0,[],1,Fm-3m,cubic
mp-1114503,Rb3TiF6,0,0,Rb3 Ti1 F6,0,0,384.449110742812,0,0,[],1,Fm-3m,cubic
mp-1114673,Rb2VHgF6,0.0036,0.096539215499999,Rb2 V1 Hg1 F6,0,0,299.74414421443,1,0,[],1,Fm-3m,cubic
mp-1114674,K2RbPrF6,5.2496,0.142444830500002,K2 Rb1 Pr1 F6,1,0,384.172045590561,0,0,[],1,Fm-3m,cubic
mp-1114700,Rb2LiRhF6,1.7868,0,Rb2 Li1 Rh1 F6,0,0,407.323185326726,1,0,[],1,Fm-3m,cubic
mp-1114713,Rb3NiF6,0,0.032791473000001,Rb3 Ni1 F6,0,0,374.748985299071,1,0,[],1,Fm-3m,cubic
mp-1120736,Na5Ti3F14,0.0326,0.010822517272716,Na5 Ti3 F14,0,0,306.561624886669,0,0,[],1,P4/mnc,tetragonal
mp-1120794,Na2TiF5,0.1874,0.001044224687488,Na2 Ti1 F5,0,0,851.521027444153,0,0,[],1,P2_1/c,monoclinic
mp-1133284,Tl3SiF7,3.5757,0.008857790227273,Tl3 Si1 F7,0,0,207.691771127413,0,0,[],1,Cmc2_1,orthorhombic
mp-1147533,BiBOF4,3.2358,0.130845848353173,Bi1 B1 O1 F4,0,0,515.740984470408,0,0,[],1,Aem2,orthorhombic
mp-1147707,Rb2Cu(ClF)2,0,0.071009259880952,Rb2 Cu1 Cl2 F2,0,0,468.2798548886,0,0,[],1,I4/mmm,tetragonal
mp-1173071,K2NaNb(OF2)2,2.4266,0.087984131863637,K2 Na1 Nb1 O2 F4,0,0,532.3002258463,0,0,[],1,P4_2/mnm,tetragonal
mp-1173159,SrLiNb2O6F,2.2565,0.218254115000001,Sr1 Li1 Nb2 O6 F1,0,0,406.709118951013,0,0,[],1,Pc,monoclinic
mp-1173207,Sr5Fe3F19,3.6135,0.021034672685186,Sr5 Fe3 F19,0,0,166.355498293289,0,0,[],1,P1,triclinic
mp-1173588,NbFeNi(O2F)2,0.1685,0.405773645555558,Nb1 Fe1 Ni1 O4 F2,0,0,519.649763401782,1,0,[],1,Pm,monoclinic
mp-1173838,Na2Ca2P2O7F2,3.2883,0.203925936685185,Na2 Ca2 P2 O7 F2,0,0,475.633163707576,0,0,[],1,P1,triclinic
mp-1176438,MnF3,0.3206,0.0222577125,Mn1 F3,0,0,1436.57039701587,0,0,[],1,P2_1/m,monoclinic
mp-1176480,Mn3(OF2)2,0.2258,0.060855441944447,Mn3 O2 F4,0,0,589.428667664846,0,0,[],1,P-1,triclinic
mp-1176538,LiVF4,2.2105,0.023732091666664,Li1 V1 F4,0,0,1201.11046427096,0,0,[],1,C2/c,monoclinic
mp-1176561,LiV4OF11,0.7692,0.043549259264697,Li1 V4 O1 F11,0,0,369.070738124804,0,0,[],1,P1,triclinic
mp-1176567,LiV3OF11,0,0.056960720585939,Li1 V3 O1 F11,0,0,417.936617849251,0,0,[],1,P-1,triclinic
mp-1176622,LiMnF4,2.3742,0.071704191666666,Li1 Mn1 F4,0,0,1166.2936115532,0,0,[],1,I4_1/amd,tetragonal
mp-1176626,LiMnF4,2.3937,0.050415050000001,Li1 Mn1 F4,0,0,1166.2936115532,0,0,[],1,C2/m,monoclinic
mp-1176631,LiMnF3,3.344,0.034408674,Li1 Mn1 F3,0,0,1352.68986998973,0,0,[],1,Pmma,orthorhombic
mp-1176695,LiFeF4,3.3067,0.074756152685186,Li1 Fe1 F4,0,0,1158.67162874805,0,0,[],1,C2/m,monoclinic
mp-1176708,LiNi2OF3,2.8141,0.090915984999999,Li1 Ni2 O1 F3,0,0,814.909975638165,1,0,[],1,Pnma,orthorhombic
mp-1177030,Li5V6O5F19,0.3494,0.038231968182537,Li5 V6 O5 F19,0,0,205.805385762301,0,0,[],1,P1,triclinic
mp-1177082,Li5MnF8,1.9837,0.040555389285713,Li5 Mn1 F8,0,0,665.479534500012,0,0,[],1,Cmmm,orthorhombic
mp-1177787,Li2VF6,1.9112,0.020492059074107,Li2 V1 F6,0,0,899.258853669821,0,0,[],1,P1,triclinic
mp-1177797,Li2VF6,1.7323,0.026892636944477,Li2 V1 F6,0,0,899.258853669821,0,0,[],1,P1,triclinic
mp-1177899,Li2MnF4,2.9616,0.071820757142857,Li2 Mn1 F4,0,0,1110.39250332368,0,0,[],1,I4/mmm,tetragonal
mp-1177954,Li2FeF4,3.2415,0.065705939642856,Li2 Fe1 F4,0,0,1103.48149729988,0,0,[],1,P4_2/mbc,tetragonal
mp-1178085,Li11Fe5(OF11)2,2.3197,0.023634507013893,Li11 Fe5 O2 F22,0,0,199.617729465953,0,0,[],1,P1,triclinic
mp-1178131,Li2Cu3F11,0,0.02779509046875,Li2 Cu3 F11,0,0,388.873163279499,0,0,[],1,P2_1/m,monoclinic
mp-1178210,FeOF,1.283,0.010608428888889,Fe1 O1 F1,0,0,1770.09068782237,0,0,[],1,Pnma,orthorhombic
mp-1178229,FeOF,1.0413,0.130923967222223,Fe1 O1 F1,0,0,1770.09068782237,0,0,[],1,Cm,monoclinic
mp-1178262,Fe5(OF4)2,1.3733,0.093003767222218,Fe5 O2 F8,0,0,347.141996008655,0,0,[],1,P-1,triclinic
mp-1178270,Fe5(O4F)2,0,0.131655213722223,Fe5 O8 F2,0,0,361.172187244642,0,0,[],1,Pmn2_1,orthorhombic
mp-1178289,Fe4O3F5,0,0.098580212499991,Fe4 O3 F5,0,0,438.900306241051,0,0,[],1,Pmmn,orthorhombic
mp-1178291,Fe4O3F5,1.7113,0.086389354583324,Fe4 O3 F5,0,0,438.900306241051,0,0,[],1,Pc,monoclinic
mp-1178308,Fe3O5F,0,0.175169688518522,Fe3 O5 F1,0,0,603.308283293064,0,0,[],1,Pmn2_1,orthorhombic
mp-1178310,Fe3(O2F)2,0,0.116386672870371,Fe3 O4 F2,0,0,596.595385074094,0,0,[],1,Pmn2_1,orthorhombic
mp-1178668,Zn(OF)2,0,0.910413482999998,Zn1 O2 F2,0,0,1187.55191773151,0,0,[],1,C2/c,monoclinic
mp-1178719,Zn(OF)2,0,0.103970357999999,Zn1 O2 F2,0,0,1187.55191773151,0,0,[],1,P-1,triclinic
mp-1178903,VF3,1.6883,0.002986252500001,V1 F3,0,0,1489.76192248128,0,0,[],1,C2/c,monoclinic
mp-1179379,WN2(OF4)2,0.2156,0.56508269653846,W1 N2 O2 F8,0,0,406.225326737641,0,0,[],1,Pnma,orthorhombic
mp-1179607,SbH2C(O2F3)2,1.7239,0.047495451845239,Sb1 H2 C1 O4 F6,0,0,512.469780568522,0,0,[],1,C2/c,monoclinic
mp-1180183,NaCa3C2O7F3,0.0789,0.142579311562502,Na1 Ca3 C2 O7 F3,0,0,478.235270623237,0,0,[],1,P3_221,trigonal
mp-1180187,MnNF3,0,1.126690607,Mn1 N1 F3,0,0,1276.79893573663,0,0,[],1,Pnma,orthorhombic
mp-1181805,CoGe(OF)6,0.0859,0.625164096071427,Co1 Ge1 O6 F6,0,0,470.781102338999,1,0,[63451],0,P2_1/c,monoclinic
mp-1182011,CrH12N3(OF2)3,4.1376,0.178661453566659,Cr1 H12 N3 O3 F6,0,0,599.775980985538,1,0,[55230],0,P-1,triclinic
mp-1182442,BO2F3,0,0,B1 O2 F3,0,0,1611.14157139463,0,0,[14138],0,P2_1/c,monoclinic
mp-1182745,CSNOF5,2.4838,0.45516433723611,C1 S1 N1 O1 F5,0,0,951.063883244937,0,0,[],1,P-1,triclinic
mp-1183590,CaF3,0,0.142074046875,Ca1 F3,0,0,1656.48174880168,0,0,[],1,I4/mmm,tetragonal
mp-1184748,Ir3F,0,0.770840263333332,Ir3 F1,0,0,269.957460103437,1,0,[],1,Fm-3m,cubic
mp-1186909,Ru3F,0,0.871303273333331,Ru3 F1,0,0,499.055885579089,1,0,[],1,Fm-3m,cubic
mp-1188203,Rb2V(OF2)2,0.8277,0.077502707632853,Rb2 V1 O2 F4,0,0,487.465478804321,0,0,[35740],0,Cmcm,orthorhombic
mp-1189154,NaZnSO4F,4.2234,0.007332458203124,Na1 Zn1 S1 O4 F1,0,0,790.328220856565,0,0,[262274],0,C2/c,monoclinic
mp-1189295,Ge(NF3)2,0,1.20741752111111,Ge1 N2 F6,0,0,749.148056530668,0,0,[422784],0,P6_3mc,hexagonal
mp-1189708,Na3Ag3W2(OF)6,2.3412,0.001306490187498,Na3 Ag3 W2 O6 F6,0,0,165.732065783887,0,0,[262534],0,R-3,trigonal
mp-1190192,RbI(OF)2,4.2049,0,Rb1 I1 O2 F2,0,0,569.469877558636,0,0,[291600],0,Pca2_1,orthorhombic
mp-1190204,MnPH4O5F,3.7601,0.025345485625002,Mn1 P1 H4 O5 F1,0,0,851.068468457229,0,0,[428896],0,P-1,triclinic
mp-1190371,Fe2O2F5,0.8399,0.161504436759262,Fe2 O2 F5,0,0,673.703076329352,0,0,"[1167, 201737]",0,Imma,orthorhombic
mp-1190747,Ta2Fe(NF2)6,0.0174,1.62777039166668,Ta2 Fe1 N6 F12,0,0,220.345872245647,0,0,[50465],0,Fm-3m,cubic
mp-1191299,XeNO3F,2.2335,0.027976473437501,Xe1 N1 O3 F1,0,1,757.431936290071,0,1,[174511],0,P2_1/c,monoclinic
mp-1191332,CsS2(O3F)2,0.3055,0,Cs1 S2 O6 F2,0,0,485.758546785011,0,0,[15499],0,C2/c,monoclinic
mp-1191764,CrN4Cl(O2F)2,0,2.06141828013889,Cr1 N4 Cl1 O4 F2,0,0,655.069048302618,1,0,[32557],0,I4_1md,tetragonal
mp-1192492,Na5Tb4Si4O16F,4.8696,0,Na5 Tb4 Si4 O16 F1,1,0,141.302880268983,0,0,[429325],0,I-4,tetragonal
mp-1192586,ThTlF5,4.8686,0,Th1 Tl1 F5,1,0,302.589297263003,0,0,[424693],0,P2_1/c,monoclinic
mp-1192672,BaNb2Xe5F22,2.7265,0,Ba1 Nb2 Xe5 F22,0,1,115.056879100884,0,0,[419480],0,Fmmm,orthorhombic
mp-1192864,MnTlOF4,0,0.262452048452377,Mn1 Tl1 O1 F4,0,0,457.709730416261,0,0,[71836],0,C2/c,monoclinic
mp-1193222,LiMgAlF6,7.587,0,Li1 Mg1 Al1 F6,0,0,933.700538864478,0,0,[5007],0,P321,trigonal
mp-1193358,MgSi(OF)6,0,0.831256960714286,Mg1 Si1 O6 F6,0,0,612.857851015043,0,0,[2818],0,P2_1/c,monoclinic
mp-1193753,HfNF5,0.0753,0.41449950154762,Hf1 N1 F5,0,0,559.326300653832,0,0,[404263],0,Cmce,orthorhombic
mp-1193831,CoSiN5ClF6,0,0.432488968571429,Co1 Si1 N5 Cl1 F6,0,0,524.640459928643,1,0,[],1,P2_1/m,monoclinic
mp-1194472,MnSb2(OF4)2,0,0.430836246923077,Mn1 Sb2 O2 F8,0,0,333.302883793386,0,0,[62487],0,P2_1/c,monoclinic
mp-1194805,Sb2H3NF11,4.0593,0.029689304653354,Sb2 H3 N1 F11,0,0,342.467974226658,0,0,[429157],0,P-1,triclinic
mp-1194872,Mg10Si3(O7F2)2,4.739,0.042352317580651,Mg10 Si3 O14 F4,0,0,256.34006749786,0,0,"[5231, 5397, 5395]",0,Pnnm,orthorhombic
mp-1194957,Hg2Te4Xe3(O2F13)2,2.5668,0.080156197371804,Hg2 Te4 Xe3 O4 F26,0,1,86.2931729219782,1,0,[194227],0,P2_1/c,monoclinic
mp-1194994,KZnAs3F18,4.3121,0,K1 Zn1 As3 F18,0,0,239.555443162869,1,0,[428045],0,Pnma,orthorhombic
mp-1195065,HoSeF,2.1011,0.022108562499999,Ho1 Se1 F1,1,0,611.665643328744,0,0,[195383],0,Pnma,orthorhombic
mp-1195199,VPbSeO5F,2.8394,0,V1 Pb1 Se1 O5 F1,0,0,368.725388371435,1,0,[238298],0,Pbca,orthorhombic
mp-1195358,Ho2SeOF2,2.8815,0.004641249027775,Ho2 Se1 O1 F2,1,0,347.437655415475,0,0,[429606],0,P6_3/m,hexagonal
mp-1195453,NiSb3XeF23,1.6093,0,Ni1 Sb3 Xe1 F23,0,1,162.059253294237,1,0,[430814],0,P2_1/c,monoclinic
mp-1195556,K5Y2Si4O13F,4.3544,0,K5 Y2 Si4 O13 F1,0,0,225.641203091324,0,0,[429093],0,P2_1/m,monoclinic
mp-1195576,CoSb3XeF23,0.9365,0.041138053750006,Co1 Sb3 Xe1 F23,0,1,162.020097431136,1,0,[430811],0,P2_1/c,monoclinic
mp-1195646,NaVH2(OF2)2,3.4885,0,Na1 V1 H2 O2 F4,0,0,874.200189353849,0,0,[194846],0,Pna2_1,orthorhombic
mp-1195797,Hg2Sb7H2Xe3F59,1.7275,0,Hg2 Sb7 H2 Xe3 F59,0,1,58.0442411219043,1,0,[430810],0,P-1,triclinic
mp-1195908,Na3U6VF30,0,0.005770669416681,Na3 U6 V1 F30,1,0,75.9193764305678,0,0,[291247],0,P-3c1,trigonal
mp-1196019,NaS2N(O2F)2,5.5313,0.083559899004164,Na1 S2 N1 O4 F2,0,0,791.646843101085,0,0,"[237690, 237691]",0,P2_1/c,monoclinic
mp-1196236,K2Sb2SeO5F6,0.2322,0.28530902311299,K2 Sb2 Se1 O5 F6,0,0,270.404791290927,0,0,[201740],0,P2_12_12_1,orthorhombic
mp-1196487,RbUH2SeO7F,2.2095,0,Rb1 U1 H2 Se1 O7 F1,1,0,300.29873381885,0,0,[422195],0,Pnma,orthorhombic
